ID	eggNOG OGs	KEGG_ko	KEGG_Pathway	KEGG_Module	PFAMs	kofam_KO	merged_KO	dbCAN.mod	dbCAN.enzclass
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS06045	COG1168	K14155	ko00270,ko00450,ko01100,ko01110,ko01230,map00270,map00450,map01100,map01110,map01230	-	Aminotran_1_2,Cys_Met_Meta_PP,SepSecS	-	K14155	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS06050	COG0531	K03294	-	-	AA_permease,AA_permease_2,Aa_trans	-	K03294	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS06320	COG1337	-	-	-	RAMPs	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS06330	COG1337	-	-	-	RAMPs	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS06335	2E73T	-	-	-	Cas_Cas02710,Cas_DxTHG	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS06340	2EIAU	-	-	-	Cas_DxTHG	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS06345	28TRV	-	-	-	-	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS20055	COG5551	-	-	-	CRISPR_Cas6,Cas_Cas6,DUF2276	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS21025	28XUQ	-	-	-	-	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS06365	COG4245	-	-	-	VWA,VWA_2	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS20060	COG4248	-	-	-	Pkinase,zf-trcl	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS06375	COG0631	-	-	-	PP2C_2	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS06380	COG0664	-	-	-	HTH_24,HTH_Crp_2,cNMP_binding	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS06385	COG1529	K00087	ko00230,ko01100,ko01120,map00230,map01100,map01120	M00546	Ald_Xan_dh_C,Ald_Xan_dh_C2	-	K00087	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS06390	COG1319	K13479	ko00230,ko01100,ko01120,map00230,map01100,map01120	M00546	CO_deh_flav_C,FAD_binding_5	-	K13479	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS06395	COG2080	K03518	-	-	Fer2,Fer2_2,Fer2_3	-	K03518	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS06400	COG2233	K03458	-	-	Xan_ur_permease	-	K03458	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS06405	COG0726	-	-	-	Glyco_hydro_57,Polysacc_deac_1	-	-	-	CE4
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS06410	COG1778	K03270	ko00540,ko01100,map00540,map01100	M00063	HAD_2,Hydrolase,Hydrolase_3	-	K03270	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS06415	COG0517,COG0794	K06041	ko00540,ko01100,map00540,map01100	M00063	CBS,SIS,SIS_2	-	K06041	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS06420	COG2877	K01627	ko00540,ko01100,map00540,map01100	M00063	DAHP_synth_1	-	K01627	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS06425	COG1212	K00979	ko00540,ko01100,map00540,map01100	M00063	CTP_transf_3,HMGL-like,IspD,NTP_transf_3	-	K00979	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS06430	COG3774	-	-	-	Caps_synth,Gly_transf_sug,TcdA_TcdB	-	-	-	GT32
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS06435	COG0463	-	-	-	Glyco_tranf_2_2,Glyco_tranf_2_3,Glycos_transf_2	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS06440	COG0463	-	-	-	CTP_transf_3,Glyco_tranf_2_3,Glyco_tranf_2_4,Glyco_trans_1_4,Glyco_transf_7C,Glyco_transf_9,Glyco_transf_92,Glycos_transf_2,Methyltransf_24,SPASM	-	-	-	GT2
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS06445	COG5039	-	-	-	PS_pyruv_trans	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS06455	COG1682	K09690	ko02010,map02010	M00250	ABC2_membrane	-	K09690	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS06460	COG2604	-	-	-	MAF_flag10,O-antigen_lig	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS06465	COG1216	K19427	-	-	Glyco_tranf_2_2,Glyco_tranf_2_3,Glycos_transf_2	-	K19427	-	GT2
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS06470	COG0463	-	-	-	DUF3880,Glyco_tranf_2_2,Glyco_tranf_2_3,Glyco_trans_1_2,Glycos_transf_1,Glycos_transf_2	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS20065	COG3774	-	-	-	Caps_synth,Gly_transf_sug	-	-	-	GT32
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS06480	COG3774	-	-	-	Caps_synth	-	-	-	GT32
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS06485	COG1216	-	-	-	Glyco_tranf_2_2,Glyco_tranf_2_3,Glyco_tranf_2_4,Glyco_transf_7C,Glycos_transf_2	-	-	-	GT2
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS06490	COG0463	-	-	-	Glyco_tranf_2_2,Glyco_tranf_2_3,Glyco_tranf_2_4,Glyco_transf_21,Glycos_transf_2	-	-	-	GT2
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS06495	COG0110	-	-	-	Hexapep,Hexapep_2	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS06500	COG3774	-	-	-	Caps_synth,Gly_transf_sug	-	-	-	GT32
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS06505	COG0438	-	-	-	Glyco_trans_1_2,Glyco_trans_1_4,Glyco_transf_4,Glycos_transf_1	-	-	-	GT4
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS06510	COG0463	-	-	-	Glyco_tranf_2_2,Glyco_tranf_2_3,Glycos_transf_2	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS06515	COG0463	-	-	-	Glyco_tranf_2_2,Glyco_tranf_2_3,Glycos_transf_2	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS06520	COG1207	-	-	-	Hexapep	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS06525	COG1961	-	-	-	Recombinase,Resolvase,Zn_ribbon_recom	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS06530	COG3858	-	-	-	Cu_amine_oxidN1	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS06535	COG3279	-	-	-	LytTR,Response_reg	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS06545	COG4585	-	-	-	HATPase_c_5	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS06550	COG0642	-	-	-	HATPase_c,HATPase_c_5	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000010.1|BACCAP_RS20500	COG1472	-	-	-	Fn3-like,Glyco_hydro_3,Glyco_hydro_3_C	-	-	-	GH3
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS04880	COG0492	K00384	ko00450,map00450	-	DAO,FAD_binding_2,FAD_oxidored,GIDA,HI0933_like,NAD_binding_8,Pyr_redox,Pyr_redox_2,Pyr_redox_3	-	K00384	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS04885	COG0583	-	-	-	HTH_1,LysR_substrate	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS04900	2A35S	-	-	-	ATC_hydrolase	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS19985	COG0500,COG1129	K16786,K16787	ko02010,map02010	M00582	AAA_21,AAA_23,ABC_membrane,ABC_tran,SMC_N	-	K16786,K16787	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS04910	COG0619	-	-	-	CbiQ	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS04915	2DHWC	-	-	-	Trep_Strep	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS04920	COG2207	-	-	-	HTH_18,HTH_AraC	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS04925	COG0492,COG3634	K00384	ko00450,map00450	-	DAO,FAD_binding_2,FAD_binding_3,FAD_oxidored,GIDA,HI0933_like,NAD_binding_8,Pyr_redox,Pyr_redox_2,Pyr_redox_3,Thi4,Thioredoxin_3,Trp_halogenase	-	K00384	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS04930	COG0450	K03386	ko04214,map04214	-	1-cysPrx_C,AhpC-TSA,Redoxin,SCO1-SenC	-	K03386	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS04935	COG2267	-	-	-	Abhydrolase_1,Abhydrolase_5,Abhydrolase_6,Hydrolase_4	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS04940	COG3315	-	-	-	LCM	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS04945	2DFMM	-	-	-	-	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS04955	28KMW	-	-	-	-	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS04960	2A35S	-	-	-	ATC_hydrolase	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS04965	COG0428	K07238	-	-	Zip	-	K07238	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS20460	COG0640	K03892	-	-	HTH_20,HTH_5,HTH_IclR,MarR_2,Methyltransf_11,Methyltransf_12,Methyltransf_23,Methyltransf_25,Methyltransf_31,Phage_rep_O,Ubie_methyltran	-	K03892	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS04970	COG2059	K07240	-	-	Chromate_transp	-	K07240	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS04975	COG2059	K07240	-	-	Chromate_transp	-	K07240	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS19990	2CZ0M	-	-	-	-	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS04985	COG1108	K09816	ko02010,map02010	M00242	ABC-3,FecCD	-	K09816	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS04990	COG1121	K09817	ko02010,map02010	M00242	AAA_21,AAA_22,AAA_29,ABC_tran,RNA_helicase	-	K09817	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS04995	COG0803	K09815	ko02010,map02010	M00242	ZnuA	-	K09815	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS05005	COG0735	K03711	-	-	FUR	-	K03711	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS05010	COG0500	-	-	-	DREV,DUF938,MTS,MetW,Methyltransf_11,Methyltransf_12,Methyltransf_18,Methyltransf_23,Methyltransf_25,Methyltransf_26,Methyltransf_29,Methyltransf_31,Methyltransf_4,NodS,PCMT,PrmA,Ubie_methyltran,tRNA_U5-meth_tr	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS20465	2BYWB	-	-	-	DUF3793	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS05020	COG0716	-	-	-	Flavodoxin_1,Flavodoxin_3,Flavodoxin_5	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS05025	COG1321	-	-	-	Fe_dep_repr_C,Fe_dep_repress,HTH_24,HTH_Crp_2,MarR_2,Rrf2,TrmB	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS05035	COG0370	K04759	-	-	ATP_bind_1,Arf,FeoA,FeoB_C,FeoB_N,Gate,MMR_HSR1,SRPRB	-	K04759	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS20470	2DSGJ	-	-	-	P12	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS20475	COG1321	K03709	-	-	Fe_dep_repr_C,Fe_dep_repress,FeoA,GntR,HTH_11,HTH_20,HTH_24,HTH_27,HTH_5,HTH_Crp_2,HTH_DeoR,HTH_IclR,MarR,MarR_2,Rrf2	-	K03709	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS05040	COG2207	-	-	-	HTH_18,HTH_AraC	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS05050	COG2217	K12950	-	-	E1-E2_ATPase,HAD,Hydrolase,Hydrolase_3	-	K12950	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS05055	2DBXA	-	-	-	SBP_bac_6	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS05060	COG1136	-	-	-	AAA_22,ABC_tran	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS05065	COG0378	K03189,K04652	-	-	ArgK,cobW	-	K03189,K04652	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS05070	COG0664	-	-	-	HTH_Crp_2,cNMP_binding	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS05075	COG0715	K02051	-	M00188	NMT1,NMT1_2,NMT1_3,OpuAC,Phosphonate-bd,SBP_bac_3,VitK2_biosynth	-	K02051	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS05080	COG0600	K02050	-	M00188	ABC_tran,BPD_transp_1	-	K02050	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS05085	COG1116	K02049	-	M00188	AAA_16,AAA_21,AAA_23,ABC_tran,Dynamin_N,MMR_HSR1	-	K02049	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS05090	COG1917	-	-	-	AraC_binding,Cupin_1,Cupin_2,Cupin_3,Cupin_6,EutQ,MannoseP_isomer	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS05095	COG1917	-	-	-	Cupin_2	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS05100	COG1116	K02049	-	M00188	AAA_17,AAA_22,AAA_23,AAA_29,ABC_tran,Rad17	-	K02049	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS05105	COG0600	-	-	-	BPD_transp_1	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS05110	COG0715	K02051	-	M00188	NMT1,NMT1_2,Phosphonate-bd,SBP_bac_3,VitK2_biosynth	-	K02051	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS05115	COG0664	-	-	-	Crp,HTH_Crp_2,cNMP_binding	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS05120	COG1924,COG3580	-	-	-	BcrAD_BadFG,DUF2229,Hydant_A_N	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS05125	COG1120	K02013,K09820	ko02010,map02010	M00240,M00243	AAA_15,AAA_21,AAA_23,ABC_tran	-	K02013,K09820	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS05130	COG0609	K02015	ko02010,map02010	M00240	ABC-3,FecCD	-	K02015	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS05135	COG0614	K02016	ko02010,map02010	M00240	Peripla_BP_2,TAT_signal	-	K02016	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS05140	COG1373	-	-	-	AAA_14,DUF4143	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000009.1|BACCAP_RS05145	28IHZ	-	-	-	-	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000008.1|BACCAP_RS04640	COG2364	-	-	-	DUF2752	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000008.1|BACCAP_RS04645	COG0847	K02342	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	BRCT,DNA_pol_A_exo1,DUF5051,RNase_T	-	K02342	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000008.1|BACCAP_RS04650	COG0639	K07313	-	-	FBPase_2,Metallophos,Metallophos_2	-	K07313	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000008.1|BACCAP_RS04655	COG1143	-	-	-	Fer4,Fer4_10,Fer4_17,Fer4_2,Fer4_4,Fer4_6,Fer4_7,Fer4_9,Flavodoxin_1,Flavodoxin_5	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000008.1|BACCAP_RS04660	COG0652	K01802	-	-	Pro_isomerase	-	K01802	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000008.1|BACCAP_RS04670	COG0745	-	-	-	Response_reg,Trans_reg_C	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000008.1|BACCAP_RS04675	COG5002	-	-	-	HATPase_c,HATPase_c_5,HisKA	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000008.1|BACCAP_RS04680	COG0446,COG1902	-	-	-	Amino_oxidase,DAO,Dus,FAD_binding_2,FAD_binding_3,FAD_oxidored,GIDA,HI0933_like,K_oxygenase,NAD_binding_8,Oxidored_FMN,Pyr_redox,Pyr_redox_2,Pyr_redox_3	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000008.1|BACCAP_RS04685	28K6E	-	-	-	DUF4340	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000008.1|BACCAP_RS04690	COG3225	K01992	-	M00254	ABC_transp_aux	-	K01992	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000008.1|BACCAP_RS04695	COG1277	K01992	-	M00254	ABC2_membrane,ABC2_membrane_2,ABC2_membrane_3,ABC2_membrane_4,ABC2_membrane_5	-	K01992	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000008.1|BACCAP_RS04700	COG1131	K01990	-	M00254	AAA_15,AAA_21,ABC_tran,DUF4162,RNA_helicase	-	K01990	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000008.1|BACCAP_RS04705	28MBK	K01023	-	-	Arylsulfotran_2,Arylsulfotran_N,Arylsulfotrans	-	K01023	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000008.1|BACCAP_RS04710	COG0730	K07090	-	-	TauE	-	K07090	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000008.1|BACCAP_RS04720	2CJ0P	-	-	-	-	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000008.1|BACCAP_RS04725	COG2013	-	-	-	AIM24	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000008.1|BACCAP_RS04730	COG1309	-	-	-	TetR_N	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000008.1|BACCAP_RS04735	2BXRI	-	-	-	-	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000008.1|BACCAP_RS04745	COG1115	K03310	-	-	AA_permease_2,Na_Ala_symp	-	K03310	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000008.1|BACCAP_RS19965	COG1799	K09772	-	-	DUF552,SepF,YGGT	-	K09772	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000008.1|BACCAP_RS04755	COG1470	-	-	-	DUF3048,DUF3048_C,TAT_signal	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000008.1|BACCAP_RS04760	COG1478	-	-	-	F420_ligase	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000008.1|BACCAP_RS04765	COG0104	K01939	ko00230,ko00250,ko01100,map00230,map00250,map01100	M00049	Adenylsucc_synt	-	K01939	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000008.1|BACCAP_RS04770	COG4461	-	-	-	DUF3298,DUF4163	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000008.1|BACCAP_RS04780	COG4496	-	-	-	HTH_23,HTH_28,HTH_38,HTH_7,Trp_repressor	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000008.1|BACCAP_RS04785	COG0500	-	-	-	AdoMet_MTase,CMAS,DREV,MTS,Methyltransf_11,Methyltransf_12,Methyltransf_18,Methyltransf_23,Methyltransf_25,Methyltransf_26,Methyltransf_31,NodS,PCMT,PrmA,RrnaAD,TPMT,TehB,Ubie_methyltran,tRNA_U5-meth_tr	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000008.1|BACCAP_RS04790	COG1281	K04083	-	-	HSP33	-	K04083	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000008.1|BACCAP_RS04795	COG0664	-	-	-	cNMP_binding	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000008.1|BACCAP_RS04800	2DQ49	-	-	-	-	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000008.1|BACCAP_RS04810	COG1142,COG4624	-	-	-	Fe_hyd_lg_C,Fer4,Fer4_10,Fer4_11,Fer4_16,Fer4_17,Fer4_2,Fer4_21,Fer4_4,Fer4_6,Fer4_7,Fer4_8,Fer4_9	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000008.1|BACCAP_RS04815	COG3467	K07005	-	-	Putative_PNPOx,Pyridox_ox_2,Pyridox_oxidase	-	K07005	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000008.1|BACCAP_RS04820	COG2959	K06313	-	-	PepSY,YPEB	-	K06313	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000008.1|BACCAP_RS19970	COG2203,COG5001	-	-	-	EAL,GAF,GGDEF,PAS_3,PAS_4	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000008.1|BACCAP_RS19975	COG4219	-	-	-	NLPC_P60,Peptidase_M23,Peptidase_M56	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000008.1|BACCAP_RS04835	COG3682	-	-	-	Penicillinase_R	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000008.1|BACCAP_RS04840	28YYU	-	-	-	-	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000008.1|BACCAP_RS04845	COG0454	-	-	-	Acetyltransf_1,Acetyltransf_7,FR47	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000008.1|BACCAP_RS04850	COG1051	-	-	-	NUDIX	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000008.1|BACCAP_RS20455	COG1192,COG2003	K03496	-	-	AAA_31,ArsA_ATPase,CBP_BcsQ,CbiA,DUF4316,Fer4_NifH,MipZ,ParA	-	K03496	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000008.1|BACCAP_RS04870	COG0249,COG0553,COG0827,COG4646	-	-	-	Helicase_C,Methyltransf_26,MutS_I,N6_Mtase,ResIII,SNF2_N	-	-	-	GH23
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS03740	COG1440	K02760	ko00500,ko02060,map00500,map02060	M00275	PTS_IIB	-	K02760	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS03745	COG1455	K02761	ko00500,ko02060,map00500,map02060	M00275	MCPsignal,PTS_EIIC	-	K02761	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS03750	COG3292,COG4124,COG5492	-	-	-	Big_2,SLH	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS03755	COG0519	K01951	ko00230,ko00983,ko01100,map00230,map00983,map01100	M00050	ATP_bind_3,Arginosuc_synth,Asn_synthase,GATase,GMP_synt_C,NAD_synthase,Peptidase_C26,QueC,ThiI,tRNA_Me_trans	-	K01951	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS19915	2DNG5	-	-	-	DUF1311,LprI,SH3_3	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS03765	2DNG5	-	-	-	DUF1311,LprI,SH3_3	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS03770	COG4219	-	-	-	DUF4825,DUF5301,Peptidase_M23,Peptidase_M56,RCC1	-	-	-	-
